,name,formatted_address,website,rating,lat,lng,distance_Lerma,distance_Florencia,distance_Fortuna,distance_Santa_Fe,distance_Tlalpan
54,Hyundai Insurgentes,"Av. Insurgentes Sur 195, Roma Nte., Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",http://www.hyundaiherencia.com/hyundai-herencia/,4.1,19.4205782,-99.16416740000001,37.1557499645085,0.5398529375687317,7.705764624551971,10.636730458266372,15.18139440647325
55,Drivser,"Av Chapultepec 42, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",http://www.drivser.com,5.0,19.4262936,-99.1515007,38.628780230607326,1.5758444874972746,6.637422668322474,12.109460418501078,15.974389128173184
56,Peugeot Anzures,"Bahía de la Ascensión 31, Verónica Anzúres, Miguel Hidalgo, 11300 Ciudad de México, CDMX, Mexico",http://www.peugeotanzures.com.mx/eurosurman-anzures-distrito-federal/nuestra-ubicacion/,4.3,19.4376899,-99.1732172,37.1541094447419,1.5794413398334322,6.602026058866402,10.850309912640858,17.025079646410457
57,Surman Ford Marina,"Bahía de la Ascensión 31, Verónica Anzúres, Miguel Hidalgo, 11300 Ciudad de México, CDMX, Mexico",http://www.fordsurmanmarina.mx/,4.0,19.438233,-99.17345440000001,37.16066376825926,1.6443424907081325,6.5717670291501165,10.867912624831046,17.084734266883043
58,Mercedes-Benz,"Av. Pdte. Masaryk 42, Polanco, Polanco V Secc, Miguel Hidalgo, 11580 Ciudad de México, CDMX, Mexico",http://hermer.mx/,4.2,19.4310496,-99.1828252,35.91781781878969,1.8484792476327,7.817359534213504,9.602784738619588,16.301357729197807
59,Dodge,"Lago Xochimilco, Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico",,4.3,19.4376368,-99.1796433,36.55815621438606,1.973395198461149,7.055060849950831,10.323361075521495,17.019745530336365
60,NISSAN San Cosme,"06030, Miguel Ramos Arizpe 1, Tabacalera, Cuauhtémoc, 06030 Ciudad de México, CDMX, Mexico",https://www.nissansancosme.com.mx/promociones-de-autos-nuevos-es-mx.htm,3.9,19.4383807,-99.1523498,39.13294939241805,2.0973003237795482,5.403341854539911,12.689240444219136,17.28262850622411
61,Vende tu Auto Por Más Dinero,"Monterrey 329, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico",http://www.pormas.mx/,2.7,19.4063938,-99.1613755,36.79144057674239,2.1221644840170963,9.053190319976238,10.306188797004458,13.647999658066158
62,Monarch Honda DF FAME,"Av. Dr. Río de la Loza 45, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",http://www.famemonarcadf.com/,3.8,19.425262,-99.144417,39.257144944376606,2.313041706424954,6.573578132168941,12.73096339091943,16.000845627419448
63,Ford Surman México,"Av. Dr. Río de la Loza 43, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",http://www.fordsurman.mx/,4.1,19.425460100000002,-99.1433934,39.36412441936626,2.4209384496641446,6.533517652152971,12.837841809954991,16.045118888194562
64,FORD ALDEN CONDESA,"Av. Jose Vasconcelos, Av. Revolución 111, Colonia Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",http://fordaldentacubaya.mx/,4.1,19.4084862,-99.1835053,34.751339830034205,2.5564592084913493,9.859393054391807,8.225257623264467,13.809998906737762
65,Jaguar Masaryk,"Av. Pdte. Masaryk 211, Chapultepec Morales, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",https://retailers.jaguarmexico.com.mx/masaryk,4.2,19.431752499999998,-99.1902754,35.265981863379125,2.6140006540200145,8.305230747107876,9.05340827946331,16.430484730621657
66,Seminuevos Monterrey,"Monterrey 414, Piedad Narvarte, Benito Juárez, 03000 Ciudad de México, CDMX, Mexico",http://www.seminuevosxola.mx/,4.6,19.402181,-99.1597344,36.775124860240425,2.6173014361135603,9.442835009401065,10.336174154566093,13.206474708112264
67,NISSAN META,"Calz. Gral. Mariano Escobedo 208, Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico",http://www.nissanmeta.com/,4.0,19.4429092,-99.1829452,36.540960289254166,2.637365168719778,6.904082633084424,10.45807370881915,17.61360321888614
68,Stoner Solutions en Mexico,"Rio Mixcoac 65, primer piso., Col. Credito Constructor, Buenos Aires, Cuauhtémoc, 03940 Ciudad de México, CDMX, Mexico",,,19.4042247,-99.14581070000001,38.21862058202618,3.1557874848229313,8.895049833074642,11.807328596315356,13.697405124839817
69,"Carflex Patriotismo Autos Seminuevos, CDMX","1, Avenida Patriotismo 63, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, Mexico",http://carflex.mx/oficinas/venta-seminuevos/carflex-patriotismo?utm_source=google&utm_medium=organic&utm_campaign=locations&utm_content=location,4.6,19.4032957,-99.1786123,34.9899592355483,2.7170217480883356,10.096446056671187,8.482620534230444,13.216892175377073
70,Agencia de Autos Toyota Polanco,"Lago Alberto 320, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX, Mexico",http://www.toyotapolanco.com.mx/,4.1,19.4404068,-99.18663790000001,36.066831415671096,2.725081690287862,7.378735325321051,9.986938587996777,17.356768222686558
71,Alden Condesa,"Circuito Interior (Avenida Patriotismo) 69, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, Mexico",http://fordaldentacubaya.mx/,1.5,19.403336399999997,-99.17899140000002,34.9551329456448,2.7320366749034135,10.111351473288327,8.446710837327647,13.222188760322519
72,Hyundai Patriotismo,"Avenida Patriotismo 87, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, Mexico",https://www.hyundai-patriotismo.com.mx/,4.0,19.402082699999998,-99.1788927,34.91021448198633,2.8496047258850323,10.228778725536376,8.410161038384082,13.08322007307364
73,Infiniti Polanco,"Av. Presidente Masaryk Esq, Galileo 66, Polanco, Polanco IV Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",http://www.infinitipolanco.mx/,4.6,19.431369399999998,-99.1929318,35.001017404061265,2.8714995432618338,8.53744891107247,8.818395182152194,16.41560637555877
74,Autos Seminuevos,"Narvarte Poniente, 03020 Mexico City, CDMX, Mexico",http://www.auto-plaza.com.mx/,4.5,19.401072199999998,-99.1558119,37.113146091366346,2.8695093673608163,9.44828335901383,10.703023021788052,13.145991233973792
75,Surman Polanco,"Campos Elíseos 233, Polanco, Polanco IV Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",,4.5,19.427885699999997,-99.1945209,34.669779474075334,2.9670005691273076,8.923300454767606,8.43577561192494,16.051272016394716
76,NISSAN WITT BUENAVISTA,"Av. Insurgentes Nte. 266, Sta María la Ribera, Cuauhtémoc, 06400 Ciudad de México, CDMX, Mexico",http://www.nissanbuenavista.com.mx/,4.1,19.4488634,-99.15319709999999,39.5915410382247,2.9898789734917313,4.389759192243428,13.272162013288206,18.419493518795502
77,Bentley Motors Polanco,"Campos Elíseos 247, Polanco, Polanco IV Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",http://www.polanco.bentleymotors.com/es-MX/about-us/Find-Us/,4.9,19.4278734,-99.19507540000001,34.61792278097736,3.0247460100279193,8.966350820318905,8.391409560537884,16.056973377757775
78,Grupo Automotriz Fedor,"República de Uruguay 44, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",,1.3,19.430553,-99.1380486,40.108845339979155,3.0453222118937466,5.903364399055002,13.585423232535998,16.722084678173847
79,VUHL Showroom Mexico Polanco,"Campos Elíseos 257, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico",http://vuhlautomotive.com/,5.0,19.4278383,-99.1953134,34.59409757947899,3.0491898684098127,8.9871519586819,8.370212034555658,16.05620933329308
80,Hyundai Polanco,"Campos Elíseos 257, Polanco, Polanco IV Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",http://www.hyundaipolanco.com.mx/,4.4,19.4278301,-99.19533670000001,34.5915138321343,3.051528609280148,8.989552350464255,8.367785456794913,16.05561345399996
81,Robotics and Computer Mexico,"Condominio Rena, Av. Insurgentes Sur 605-1203, Nápoles, Benito Juárez, 03810 Ciudad de México, CDMX, Mexico",https://roboticarc.com/,4.6,19.397534,-99.171705,35.41664773175151,3.085184038900593,10.358710903962953,8.98863635761777,12.586120849083912
82,"EUROPEAN CARS, Av. Patriotismo 132-A","Circuito Interior, A, Avenida Patriotismo 132-A, Miguel Hidalgo, 11800 Ciudad de México, CDMX, Mexico",,4.3,19.4000707,-99.1802016,34.69698048822083,3.110647219868444,10.489981769127333,8.20920838744578,12.864195324320114
83,AUTOMOTRIZ ECHENIQUE,"Av. Cuauhtémoc 557, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",http://panel.soloautos.mx/plantilla/agencia/usados/253/iframe/,4.2,19.3985021,-99.1560214,36.98989577350765,3.125794479882115,9.729310240332657,10.615206869673298,12.861751804831663
84,Nutrimentos Minerales,"Laguna de Yuridia 67, Granada, Miguel Hidalgo, 11520 Ciudad de México, CDMX, Mexico",,3.0,19.441684,-99.1932582,35.536255982371706,3.3708486257937866,7.835582908916182,9.607057950554047,17.554780233802955
85,Porsche Polanco,"Alejandro Dumas 245, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico",http://www.porsche.mx/,4.3,19.4356161,-99.1953383,35.01044563860245,3.256418494529061,8.420066226442113,8.96685937727999,16.91114374272382
86,Mazda Pasion Marina Nacional,"Av. Marina Nacional 103, Anáhuac I Secc, Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico",,3.7,19.4504359,-99.1847537,36.79925707681499,3.4141581415297537,6.546623987112219,10.924621695941324,18.4543316426853
87,Seminuevos San Joaquin,"Av. Río San Joaquín 325, Pensil Nte., Miguel Hidalgo, 11490 Ciudad de México, CDMX, Mexico",http://www.seat-polanco.com.mx/,4.0,19.4432046,-99.1938184,35.5713607688619,3.5141472638711564,7.784898105953008,9.693776106912285,17.728258486073347
88,Direct Auto Sales,"Av. Río San Joaquín 30, Cuauhtémoc Pensil, Miguel Hidalgo, 11490 Ciudad de México, CDMX, Mexico",,4.0,19.443166899999998,-99.1938694,35.56462430853024,3.516136290837414,7.791679679892092,9.687109082827158,17.72466496988638
89,Autos Seminuevos Showcar,"Av. Río San Joaquín 30, Cuauhtémoc Pensil, Miguel Hidalgo, 11490 Ciudad de México, CDMX, Mexico",http://autosseminuevosshowcar.com/,4.4,19.443209200000002,-99.1939941,35.55576772462115,3.5295515601790997,7.799698640720947,9.682022909519388,17.730690783981185
90,AUTOS CHIC Narvarte,"La Quebrada 405, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",https://autoselegantesnarvarte.business.site/,3.5,19.3996155,-99.1460967,38.00832705574321,3.5258584511585123,9.40416903719397,11.659664543290466,13.194622346984811
91,Mazda Zapata Lindavista,"Calle Pte. 140 #418, Lindavista, Gustavo A. Madero, 07720 Ciudad de México, CDMX, Mexico",https://www.mazda.mx/distribuidores/mazda-zapata-lindavista,4.2,19.494176100000004,-99.1482995,42.63153360926301,7.895989666601896,1.9663512150180456,17.087678063177403,23.460004878444405
92,MYLSA (Dealer FORD),"Eje Central Lázaro Cárdenas 831, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",http://www.fordmylsa.mx/,4.1,19.5013154,-99.14870690000001,43.04311360245955,8.655746332863366,2.5425781030602974,17.6665819251398,24.23911592786323
93,Toyota Vallejo,"Calz. Vallejo 724 A, Coltongo, Azcapotzalco, 02630 Ciudad de México, CDMX, Mexico",http://www.toyotavallejo.com.mx/,4.3,19.4840554,-99.1507271,41.801462515136514,6.7472967315782215,1.841892477158991,16.082026792151396,22.316826180108375
94,Professional Services Transportation,"Pte 116 543, Industrial Vallejo, Azcapotzalco, 02700 Ciudad de México, CDMX, Mexico",http://www.vehiculosaccidentados.com/,4.7,19.4834764,-99.1576369,41.158989765099264,6.543994464936846,2.56695202890005,15.550580394806385,22.177283253456135
95,Chrysler La Villa,"Av. Ferrocarril Hidalgo, 1002 Villa, Amp San Juan de Aragón, Gustavo A. Madero, 07470 Ciudad de México, CDMX, Mexico",http://www.chryslerlavilla.com.mx/,4.1,19.480377999999998,-99.1080926,45.42347941296979,8.670557738488496,2.6598050358577567,19.154139942129902,22.897414514853725
96,Casetas y Carrocerias San Antonio,"Calz. Vallejo 571, Magdalena de las Salinas, Gustavo A. Madero, 07760 Ciudad de México, CDMX, Mexico",http://www.casetasantonio.com.mx/,4.4,19.478368,-99.147588,41.742190554983836,6.235437238657025,1.6223063246176503,15.857116293037489,21.73526175540579
97,Autos Pullman,"Calz. de los Misterios 382, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",,,19.4687955,-99.1251054,43.23863736741963,6.51096704252654,1.8535100268004903,16.955719072679287,21.160185095499827
98,Refaccionaria Jaguar,"Granados N.39 Esquina con Calle Wagner Colonia Ex Hipódromo de Peralvillo, Ex Hipódromo de Peralvillo, Cuauhtémoc, 06250 Distrito Federal, CDMX, Mexico",,3.2,19.4553922,-99.1323981,41.8586058682972,4.9124650945596295,3.1327121520408423,15.472846309754065,19.533908581493744
99,centro refaccionario del norte,"Av. Talismán 159, Col. Estrella, Gustavo A. Madero, 07810 Ciudad de México, CDMX, Mexico",,4.3,19.4757983,-99.1131092,44.7161719469476,7.939682007264556,2.2814166452122646,18.42936903124468,22.2536586721852
100,Jr Motors,"Calz. Azcapotzalco La Villa 1059, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, Mexico",,,19.490875699999997,-99.1447288,42.74126861274009,7.645246165049447,1.4499317410027792,17.063986803603143,23.148344028620436
101,Zigma Refacciones,"Pte. 108 #559, Defensores de la República, Gustavo A. Madero, 07780 Ciudad de México, CDMX, Mexico",http://www.tiendazigmarefacciones.com/,4.5,19.4760848,-99.1458531,41.76426997546047,6.058885293778092,1.5733904408292365,15.8109007371369,21.511336137914103
102,Autocrash Vittoria,"Jade 85, Col. Estrella, Gustavo A. Madero, 07810 Ciudad de México, CDMX, Mexico",,5.0,19.4764229,-99.11606,44.47980461462218,7.774784881756731,1.9694898072523703,18.222019148286513,22.2294346995587
103,Peugeot Vallejo,"Calz. Vallejo 923, Lindavista Vallejo III Secc, Gustavo A. Madero, 07750 Ciudad de México, CDMX, Mexico",http://www.peugeotvallejo.com.mx/,4.1,19.4925063,-99.15281230000001,42.13552521585648,7.613640371182636,2.280128535385029,16.639930963930553,23.221492609322397
104,Kia Vallejo,"Av. Montevideo 493, Lindavista Vallejo III Secc, Gustavo A. Madero, 07750 Ciudad de México, CDMX, Mexico",http://dealers.kia.com/mx/vallejo,4.0,19.494628600000002,-99.15288690000001,42.26133008441158,7.8430866423634304,2.3969646644843885,16.81567525636409,23.454285782997058
105,Ficmex Fuente Intermediaria Comercializadora Mexicana,"Calle 29, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",,4.2,19.4788113,-99.1558385,41.03604699804344,6.064998325303353,2.438438788804351,15.291484830661023,21.680853329012358
106,Security Center,"Av. Ferrocarril Hidalgo 67 esq. Circuito Interior Rio Consulado, F.C. Hidalgo, Valle Gómez, Venustiano Carranza, 15210 Ciudad de México, CDMX, Mexico",,4.5,19.4594307,-99.1222163,43.012917600112786,6.010973516730679,2.9212342930370787,16.610883788210174,20.242417984213706
107,KIA Vallejo,"Calz. Vallejo 991, Nueva Vallejo II Secc, Gustavo A. Madero, 07720 Ciudad de México, CDMX, Mexico",http://www.kiavallejo.com.mx/,4.2,19.4948633,-99.153576,42.21636704525544,7.855875177737664,2.4725551401499404,16.789943931324565,23.472651668397752
108,Volkswagen La Villa,"F.C. Hidalgo 890, Aragón La Villa(Aragón), Gustavo A. Madero, 07000 Ciudad de México, CDMX, Mexico",http://www.vw-lavilla.com.mx/,4.2,19.4776301,-99.1104411,45.05960658872491,8.281196177034222,2.4801932367258765,18.775173636597266,22.53175129586968
109,SEAT La Villa,"F.C. Hidalgo 890, Aragón La Villa(Aragón), Gustavo A. Madero, 07000 Ciudad de México, CDMX, Mexico",http://www.seat-lavilla.com.mx/,4.0,19.477586300000002,-99.1104385,45.057479306863414,8.277977259334241,2.481770276494605,18.772527155769502,22.5272211745599
110,Suzuki La Villa,"Ote. 171 107, Amp San Juan de Aragón, Gustavo A. Madero, 07470 Ciudad de México, CDMX, Mexico",https://suzukilavilla.com/,3.8,19.4775516,-99.1094636,45.14498377862297,8.348327890277458,2.5814227318938463,18.852918100521382,22.55523565543322
111,Lincoln,"Nueva Industrial Vallejo, 07700 Mexico City, CDMX, Mexico",,4.7,19.501789600000002,-99.1490675,43.04213089495971,8.699000026452277,2.6071375771079763,17.683651044415043,24.286742106639295
112,Camiones Especiales Mercedes Benz & Freightliner Vallejo,"Calz. Vallejo 820, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",http://www.camionespeciales.com/,4.0,19.4955204,-99.15472940000001,42.15794611265727,7.907809031025475,2.6137859558612515,16.77039355765869,23.533040418625696
113,VALLEJO,"Calz. Vallejo 1010, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",https://www.seat.mx/,4.4,19.49631,-99.1549,42.1930050678997,7.991429001731012,2.6739317056780165,16.82753651770797,23.618330100011104
114,Hyundai Vallejo,"Avenida, Calle Pte. 140 576, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",http://www.hyundaivallejo.com.mx/,3.9,19.4957714,-99.15625240000001,42.04239648167459,7.912057607630615,2.7666216349900647,16.692689775368457,23.54584924177354
115,BMW Lindavista Motors,"Calz. Vallejo 1030, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",https://www.bmw.com.mx/es/distribuidores/lindavista_motors.html,4.2,19.4970578,-99.15552779999999,42.18621303430885,8.063632278536588,2.7736213417846054,16.851648811380773,23.694571267436366
116,Renault Vallejo,"Calz. Vallejo 1049, Industrial Vallejo, Gustavo A. Madero, 07720 Ciudad de México, CDMX, Mexico",http://www.renaultvallejo.com.mx/,4.1,19.4985226,-99.1548272,42.339427635363926,8.234739060284031,2.8035375546036296,17.02466276239988,23.862880324104985
117,Volkswagen Alden Vallejo,"Calz. Vallejo 1042, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",http://www.vw-aldenvallejo.com.mx/,4.3,19.4978368,-99.1555877,42.23048011212435,8.148118272637069,2.8258254162898857,16.9157010571775,23.779862990124254
118,buenos autos,"Neptuno 56, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",http://www.buenosautos.com.mx/,4.1,19.5043657,-99.14887009999998,43.22311927619665,8.982260354150947,2.8201083735091412,17.919585903648947,24.57236969518929
119,MINI Lindavista,"Calle Pte. 140 No.606, Col, Industrial Vallejo, Azcapotzalco, 02300 Del. Azcapotzalco, CDMX, Mexico",http://www.lindavista.mini.com.mx/,4.3,19.4963685,-99.1576369,41.96103801614306,7.959366756738455,2.9258261239234136,16.655411599612187,23.59915617936435
120,Multiasistencia Salvamentos,"Calle Pte. 128 667, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",,3.9,19.4906789,-99.1630583,41.13400247639811,7.284353626211173,3.2301784233145483,15.809188398454262,22.92998680725589
121,Chevrolet Politécnico,"Miguel Bernard 563, Siete Maravillas, Gustavo A. Madero, 07707 Ciudad de México, CDMX, Mexico",,4.3,19.5121174,-99.1408234,44.40869476149217,10.016715548616112,3.2482157794043864,19.116929210063063,25.53433653000643
122,Parabrisas,"06250 de, Adelina Patti 3, Ex Hipódromo de Peralvillo, Cuauhtémoc, 06250 Ciudad de México, CDMX, Mexico",http://www.citsa.com.mx/,3.0,19.453904,-99.1314938,41.866164212258205,4.872096227014086,3.3011473663469957,15.460758135309307,19.396706956922582
123,Splendor Carwash México,"Calle 3 Anegas 420, Siete Maravillas, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",,3.4,19.515782100000003,-99.1484475,44.00045597318933,10.230481234699159,3.8978255507062554,18.953755264934347,25.832830309039615
124,Everything auction house Auction,"Av Central 209, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",https://www.todoensubastas.com.mx/,4.0,19.512606299999998,-99.1503796,43.62841117873291,9.848435259544708,3.6754862846423553,18.550207162134967,25.461070148004268
125,Autos Suzuka,"José Vazconcelos 127, Amp. Gabriel Hernández, Gustavo A. Madero, 03510 Ciudad de México, CDMX, Mexico",,4.0,19.5064925,-99.1065287,47.048288215714344,11.001864176195742,3.7692999865768995,21.124942118884114,25.70520047140657
126,Surman México Eje Central,"Eje Central Lázaro Cárdenas 227, Doctores, Azcapotzalco, 06720 Ciudad de México, CDMX, Mexico",http://www.surman.com/,3.0,19.4485939,-99.13864190000001,40.92917685544814,3.9204213843729425,3.9261714031428148,14.510975033158761,18.653434959184892
127,Chevrolet Angar Azcapotzalco,"Av. de las Granjas 473, El Jaguey, Azcapotzalco, 02530 Ciudad de México, CDMX, Mexico",http://www.chevroletangar.com.mx/,3.8,19.482612600000003,-99.1740875,39.67375633874226,6.433104429714466,4.295545723792571,14.401164521962892,21.996062747940584
128,Volkswagen Aldyxa S.A. de C.V.,"Av. de las Granjas, Jardín Azpeitia, Azcapotzalco, 02530 Ciudad de México, CDMX, Mexico",http://www.vw-aldyxa.com.mx/,4.1,19.4816418,-99.1740769,39.6136880050951,6.326352977102457,4.298750949225197,14.314965246375886,21.88861511988573
129,Dalton Seminuevos,"Santo Tomas, 02020 Mexico City, CDMX, Mexico",http://daltonseminuevos.com.mx/,3.5,19.483023899999996,-99.174721,39.64498831292509,6.4868629462101906,4.361024828786803,14.399201592987271,22.040988985953543
130,Suzuki Vallejo,"Av. de las Granjas 420, Santo Tomas, Azcapotzalco, 02020 Ciudad de México, CDMX, Mexico",http://www.suzukivallejo.com.mx/,4.1,19.482588800000002,-99.174723,39.617383043108354,6.439164827836518,4.362310962914956,14.35995831189433,21.992824113319205
131,Servicio Profesionales al Transporte,"Av. Cuitláhuac 340, San Bernabe, Azcapotzalco, 02830 Ciudad de México, CDMX, Mexico",http://www.autooutlet.com.mx/,,19.4691486,-99.1721743,39.0148862313405,4.929270283843741,4.398044638760841,13.352933738541662,20.50897957110916
132,NISSAN GEISHA CUITLAHUAC,"Av. Cuitláhuac 3395, San Bernabe, Azcapotzalco, 02830 Ciudad de México, CDMX, Mexico",https://www.nissan.com.mx/distribuidores/#estado=9&ciudad=267,4.3,19.4686111,-99.17388890000001,38.831255254384395,4.895747247284612,4.587365796492044,13.191300455154567,20.446468303789377
133,Nissan Vallejo,"Calz. Vallejo 1040. Col, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",https://www.nissanvallejo.com.mx/,4.1,19.497390399999997,-99.15530150000001,42.22676969006497,8.103473357688376,2.7735320620304735,16.895279096890118,23.733430528624226
134,AUTOS DE CALIDAD CUITLAHUAC S.A. de C.V.,"Av. Cuitláhuac #1238, Aguilera, Azcapotzalco, 02900 Ciudad de México, CDMX, Mexico",http://www.autosdecalidad.com/Inicio.html,3.7,19.4730849,-99.15396190000001,40.865196433588906,5.4868024153201,2.476554581405706,14.970367689089628,21.07121731456024
135,Servicios Corporativos Otrebla,"Calz. Vallejo 921, Nueva Vallejo II Secc, Gustavo A. Madero, 07750 • Cdad. de México, México D.F., México, Capital Federal, méxico df (0x54061076265ee841), CDMX, Mexico",,,19.5165621,-99.162113,42.90994828146109,10.151088127715413,4.740041266686287,18.220232085208092,25.79605768465028
136,Volkswagen Divol Lindavista,"Av. Insurgentes Nte. 1090, Tlacamaca, Gustavo A. Madero, 07380 Ciudad de México, CDMX, Mexico",https://www.vw-divol-lindavista.com.mx/,4.1,19.4756242,-99.1346319,42.747214074285935,6.528240800197864,0.9047883681335269,16.648452244555955,21.667976956913346
137,Nissan Kioto,"Av Instituto Politécnico Nacional No.1999, Lindavista Nte., Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",http://www.nissankioto.com.mx/,4.3,19.498917000000002,-99.1316157,44.38053727648639,8.96697086148277,1.6945319304609603,18.655197625616587,24.258139028964667
138,"Cintas y Adhesivos, S.A. de C.V.","Esperanza 55, Gustavo A. Madero, 07800 Gustavo A. Madero, CDMX, Mexico",,,19.475645899999996,-99.1242468,43.690305295304285,7.149711734018909,1.2931836118736926,17.48966118509545,21.916757249056623
139,Automundo Vallejo,"Calzada Vallejo No.1059, Esq. Poniente 146, Nueva Industrial Vallejo, Gustavo A. Madero, 07750 Ciudad de México, CDMX, Mexico",http://automundo.com.mx/,3.9,19.4986629,-99.1551688,42.318997156223695,8.244874832465843,2.8417090566048926,17.01487552657506,23.87497887755011
140,Honda Vallejo,"Av. Sur de Los 100 Metros 649, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",http://www.hondavallejo.com.mx/,4.2,19.504415899999998,-99.14969640000001,43.15553999014012,8.970294231028852,2.8760449412205005,17.870343720690784,24.56786446275457
141,ISUZU CENTRAL,"Calle 12 80, Renovación, Gustavo A. Madero, 15000 Ciudad de México, CDMX, Mexico",http://www.isuzucentral.com/,3.6,19.519467499999998,-99.159983,43.28390819957187,10.48447847913485,4.858465100658876,18.61153444230905,26.130869210874874
142,Autofin,"Miguel Othón de Mendizabal Ote. 343, Patera Vallejo I Secc, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",,4.0,19.505733399999997,-99.1438059,43.74496509836672,9.252577808894486,2.6835339882568077,18.37067118525354,24.79035756642461
143,Chevrolet Vallejo,"Calz. Vallejo 921, Nueva Vallejo II Secc, Gustavo A. Madero, 07750 Ciudad de México, CDMX, Mexico",http://www.chevroletvallejo.com.mx/,4.1,19.4922,-99.152348,42.156882949245734,7.589693586333678,2.2215824316169104,16.64536389734678,23.19301857008539
144,"Autos Accidentados, GRUPO ADS","Puerto Guaymas 90, El Olivo, Gustavo A. Madero, 07950 Ciudad de México, CDMX, Mexico",,4.0,19.472891399999998,-99.08719690000001,46.96288805430592,9.869068632648018,4.973946134266303,20.5181642678623,22.917469439806233
145,Auto Trade Market,"07700, Av. Sur de Los 100 Metros 639, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",,4.0,19.5033645,-99.1497502,43.0837159680661,8.855073928786442,2.7875689092209717,17.775351097906352,24.451591193972753
146,Villautos Nam,"Ffcc Hidalgo 1002, Pueblo de Santiago Atzacoalco, Gustavo A. Madero, 07840 Ciudad de México, CDMX, Mexico",http://www.villautos.com.mx/,5.0,19.491685500000003,-99.09916190000001,46.85885822428247,10.221128096564277,3.6802397676093905,20.65756400544467,24.38486174103124
147,NISSAN VISTA HERMOSA,"Carr. México-Toluca No. 2757, Campestre Palo Alto, Cuajimalpa de Morelos, 05110 Ciudad de México, CDMX, Mexico",https://www.nissanvistahermosa.com.mx/,3.9,19.3796577,-99.2574005,26.36592063074328,10.790028285701405,17.40003903923906,0.39718357428417683,13.599451764184694
148,Toyota Santa Fe,"Juan Salvador Agraz 20, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, Mexico",http://www.toyotasantafe.com.mx/,4.2,19.3603333,-99.27903470000001,23.42121640942502,13.82223614358868,20.519893915340155,3.1820855461193704,13.715297124668387
