name,formatted_address,website,rating,lat,lng
Honda Vallejo,"Av. Sur de Los 100 Metros 649, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",http://www.hondavallejo.com.mx/,4.2,19.5044159,-99.1496964
ISUZU CENTRAL,"Calle 12 80, Renovación, Gustavo A. Madero, 15000 Ciudad de México, CDMX, Mexico",http://www.isuzucentral.com/,3.6,19.5194675,-99.159983
Autofin,"Miguel Othón de Mendizabal Ote. 343, Patera Vallejo I Secc, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",,4,19.5057334,-99.14380590000000
Chevrolet Vallejo,"Calz. Vallejo 921, Nueva Vallejo II Secc, Gustavo A. Madero, 07750 Ciudad de México, CDMX, Mexico",http://www.chevroletvallejo.com.mx/,4.1,19.4922,-99.15234800000000
"Autos Accidentados, GRUPO ADS","Puerto Guaymas 90, El Olivo, Gustavo A. Madero, 07950 Ciudad de México, CDMX, Mexico",,4,19.4728914,-99.0871969
Auto Trade Market,"07700, Av. Sur de Los 100 Metros 639, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",,4,19.5033645,-99.1497502
Villautos Nam,"Ffcc Hidalgo 1002, Pueblo de Santiago Atzacoalco, Gustavo A. Madero, 07840 Ciudad de México, CDMX, Mexico",http://www.villautos.com.mx/,5,19.4916855,-99.0991619
NISSAN VISTA HERMOSA,"Carr. México-Toluca No. 2757, Campestre Palo Alto, Cuajimalpa de Morelos, 05110 Ciudad de México, CDMX, Mexico",https://www.nissanvistahermosa.com.mx/,3.9,19.3796577,-99.25740050000000
Toyota Santa Fe,"Juan Salvador Agraz 20, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, Mexico",http://www.toyotasantafe.com.mx/,4.2,19.3603333,-99.2790347
München BMW Motors Santa Fe,"Antonio Dovali Jaime 115, Santa Fe, Lomas de Sta Fé, Álvaro Obregón, 01210 Ciudad de México, CDMX, Mexico",https://www.bmw.com.mx/es/distribuidores/munchen_motors.html,4.2,19.3666968,-99.2594081
Ford Interlomas,"Av. Magnocentro 1 San Fernando, La Herradura, 52760 Naucalpan de Juárez, Méx., Mexico",http://www.forddinastia.mx/,3.9,19.4010064,-99.2733173
Chevrolet Excelencia Automotriz Cuajimalpa,"Carr. México-Toluca 5600, Lomas de Memetla, Cuajimalpa de Morelos, 05330 Ciudad de México, CDMX, Mexico",http://www.chevroletexcelenciacuajimalpa.com.mx/,3.9,19.3597272,-99.28886830000000
Volvo Cars México,"Bosques De Radiatas No. 26, Local A 4o, Bosque de Radiatas, Bosques de las Lomas, Cuajimalpa de Morelos, 05120 Ciudad de México, CDMX, Mexico",http://www.volvocars.com/mx,3.3,19.3883517,-99.2526427
Grupo Autofin México,"Vasco de Quiroga 3800, Santa Fe, Cuajimalpa, Cuajimalpa de Morelos, 05109 Ciudad de México, CDMX, Mexico",http://www.autofin.com/,,19.377134,-99.25267320000000
De Bello Van,"Vasco de Quiroga 3800, Santa Fe, Cuajimalpa, Cuajimalpa de Morelos, 01219 Ciudad de México, CDMX, Mexico",http://debellovan.com.mx/,4,19.3622458,-99.27161870000000
Imola Tuning Workshop,"derma Interlomas I, Parques de la Herradura, 52750 Naucalpan de Juárez, Méx., Mexico",http://www.imolatuning.com/,,19.398905,-99.27153800000000
MINI München Santa Fé,"Antonio Dovali Jaime No. 115, Santa Fe, Lomas de Sta Fé, Álvaro Obregón, 01210 Del. Álvaro Obregón, CDMX, Mexico",http://www.santafe.mini.com.mx/,4.1,19.3665351,-99.25941690000000
Audi Used Cars,"Carretera Federal Mexico - Toluca 2709, Palo Alto, Campestre Palo Alto, Cuajimalpa de Morelos, 05110 Cuajimalpa de Morelos, CDMX, Mexico",http://www.chryslercuajimalpa.com.mx/,4.1,19.3807902,-99.2557478
Toyota Puerta Santa Fe,"Vasco de Quiroga 2000, Santa Fe, Zedec Sta Fé, Cuajimalpa de Morelos, 01210 Ciudad de México, CDMX, Mexico",http://www.toyotapuertasantafe.com.mx/,4.3,19.3777639,-99.2505779
Porsche Preowned Car Centre Santa Fe,"Avenida Vasco de Quiroga 2000, Zedec Santa Fé, Zedec Sta Fé, Álvaro Obregón, 01219 Ciudad de México, CDMX, Mexico",http://porsche-santafe.com/,4.7,19.3780496,-99.24930230000000
Hyundai Santa Fe,"Vasco de Quiroga 2000, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01210 Ciudad de México, CDMX, Mexico",http://hyundaisantafe.com.mx/,4.1,19.3779917,-99.248834
Auto Haus Volkswagen,"Carr. México-Toluca 2483, Granjas Palo Alto, Cuajimalpa de Morelos, 05110 Ciudad de México, CDMX, Mexico",http://www.vw-autohaus.com.mx/,4.4,19.3833453,-99.2518388
Fame Premier S.A. de C.V.,"Juan Salvador S/n, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, Mexico",,5,19.3604255,-99.2799263
Hermer StarClass Automotive,"Vasco de Quiroga 2000, Santa Fe, Zedec Sta Fé, Álvaro Obregón, 01210 Cludad de Mexico, CDMX, Mexico",,1,19.3677656,-99.2630571
Lincoln Santa Fe,"Prolongacion Paseo de la Reforma 621, Santa Fe, Paseo de las Lomas, Cuajimalpa de Morelos, 01330 Ciudad de México, CDMX, Mexico",http://lincolnmylsa.mx/,4.5,19.369519,-99.266528
Mercedes-Benz Hermer Santa Fe,"Vasco de Quiroga 3200, Santa Fe, Centro, Álvaro Obregón, 01210 Ciudad de México, CDMX, Mexico",http://hermer.mx/,4.4,19.3666095,-99.2643678
KIA Santa Fe,"Prolongacion Paseo de la Reforma 1130 Col. Cruz Manca, Santa Fe, Contadero, Cuajimalpa de Morelos, 05300 Ciudad de México, CDMX, Mexico",http://dealers.kia.com/mx/santafe,4.2,19.3625695,-99.266842
.a,"Av. Ibis 8, Tepeaca, Álvaro Obregón, 01550 Ciudad de México, CDMX, Mexico",,4.2,19.3620352,-99.23315130000000
autos semi nuevos,"Vasco de Quiroga 3881, Santa Fe, Contadero, Cuajimalpa de Morelos, 05300 Ciudad de México, CDMX, Mexico",http://seminuevos.com/,,19.3617132,-99.2776739
INFINITI INTERLOMAS,"Vasco de Quiroga 3880, Lomas de Santa Fe, Contadero, Alcaldía de Cuajimalpa, 01210 Ciudad de México, CDMX, Mexico",http://www.infinitiinterlomas.mx/,4.2,19.3613785,-99.2775831
SEAT Santa Fe,"Juan Salvador Agraz 60, Santa Fe, Contadero, Cuajimalpa de Morelos, 05109 Ciudad de México, CDMX, Mexico",http://www.seatsantafe.com.mx/,3.8,19.3589304,-99.2773968
Carlo`s Car,"47, Centro Comercial Interlomas, Blvrd. Interlomas 5, Bosque de las Palmas, 52760 Naucalpan de Juárez, Méx., Mexico",http://www.limpiaorg.com,,19.402085,-99.2699169
Porsche Centre Interlomas,"Centro Urbano San Fernando, Blvd. Magnocentro 10, La Herradura, 52786 Naucalpan de Juárez, Méx., Mexico",http://www.porsche.mx/,4.6,19.4003103,-99.2728988
Porsche,"Blvd. Magnocentro 7, Villa de las Palmas, 52787 Naucalpan de Juárez, Méx., Mexico",http://www.porsche.mx/,4.7,19.4003356,-99.2728905
Volvo Suecia Car Bosques Santa Fe,"Juan Salvador Agraz 73, Santa Fe, Contadero, Cuajimalpa de Morelos, 05348 Ciudad de México, CDMX, Mexico",http://sueciacarbosques.com/,4,19.3588683,-99.2782316
Porsche Santa Fe,"Carr. México-Toluca 5420, La Rosita, El Yaqui, Cuajimalpa de Morelos, 05320 Ciudad de México, CDMX, Mexico",http://www.porsche-santafe.com/,4.4,19.3630385,-99.28139890000000
Mulsanne Santa Fe,"Juan Salvador Agraz 97, Las Tinajas, Cuajimalpa de Morelos, 05370 Ciudad de México, CDMX, Mexico",http://www.mulsanne.com.mx/,4.7,19.3580845,-99.2780164
Maserati Mexico,"Juan Salvador Agraz 61, Las Tinajas, Cuajimalpa de Morelos, 05370 Ciudad de México, CDMX, Mexico",http://www.maseratimexico.com/,4.9,19.3596409,-99.2794127
Distribuidora Lomas Anahuac,"Blvd. Magnocentro No. 3, La Herradura, 52760 Naucalpan de Juárez, Méx., Mexico",http://www.vw-lomasanahuac.com.mx/,4.1,19.400563,-99.27398030000000
Jaguar Land Rover Interlomas,"Boulevard Magnocentro 1 San Fernando La Herradura, San Fernando, 52760 Naucalpan de Juárez, Méx., Mexico",https://retailers.jaguarmexico.com.mx/interlomas,4.6,19.4009484,-99.2739874
Audi Center Interlomas,"Blvd. Magnocentro 7, Centro Urbano, San Fernando, 52760 Naucalpan de Juárez, Méx., Mexico",http://www.audicenterinterlomas.com.mx/,4.2,19.4006448,-99.27464930000000
Land Rover Interlomas,"Blvd. Magnocentro 1, La Herradura, 52760 Naucalpan de Juárez, Méx., Mexico",https://retailers.landrover.com.mx/interlomas,4.2,19.3993352,-99.2763014
Jaguar Interlomas,"Blvd. Magnocentro 1, La Herradura, 52760 Naucalpan de Juárez, Méx., Mexico",https://retailers.jaguarmexico.com.mx/interlomas,5,19.3993353,-99.27630190000000
Hyundai Interlomas,"Via Magna 19, Bosque de las Palmas, 52784 Naucalpan de Juárez, Méx., Mexico",https://hyundaiinterlomas.com.mx/,4.2,19.40223080000000,-99.2731069
Seat Interlomas - Grupo Andrade,"Blvd. Magnocentro 3, San Fernando, 52787 La Herradura, Méx., Mexico",http://seatinterlomas.com.mx/,4,19.400403,-99.27561700000000
PICK UPLANDIA S.A DE C.V,"Av Centenario 1002, La Martinica, Álvaro Obregón, 01619 Ciudad de México, CDMX, Mexico",http://www.pickuplandia.com/,3.7,19.36089670000000,-99.2267574
MINI Car Dealership Interlomas,"Blvd. Magnocentro 37, La Herradura, 52765 Naucalpan de Juárez, Méx., Mexico",http://www.interlomas.mini.com.mx/,4.3,19.4039189,-99.27185000000000
Mercedes Benz Star Haus Interlomas,"Blvd. Magnocentro, Blvrd. Interlomas 37, La Herradura, 52760 Naucalpan de Juárez, Méx., Mexico",https://www.mercedes-benz-starhaus.com.mx/,3.8,19.4043095,-99.2718088
technicar,"Federal México-toluca (Prol. Paseo de La Reforma) 5407, El Molino, Cuajimalpa de Morelos, 05240 Ciudad de México, CDMX, Mexico",http://technicar.com.mx,4.3,19.3627915,-99.2860357
BMW Autobahn,"Blvd. Magnocentro 31, San Fernando, 52765 Naucalpan de Juárez, Méx., Mexico",https://www.bmw.com.mx/es/distribuidores/autobahn_interlomas.html,4.3,19.4059402,-99.27385150000000
Chevrolet Interlomas,"Blvd. Magnocentro 35, La Herradura, 52765 Naucalpan de Juárez, Méx., Mexico",,3.9,19.4056588,-99.27437600000000
BUICK GMC Interlomas,"Blvd. Magnocentro 35, Centro Urbano, San Fernando, 52760 Naucalpan de Juárez, Méx., Mexico",https://www.buick.com.mx/localiza-distribuidor-buick#!?searchTerm=52765&searchType=postalCode,4.2,19.4057439,-99.2746744
Kia Interlomas Huixquilucan,"Blvd. Magnocentro Norte 54, Bosque de las Palmas, 52786 Naucalpan de Juárez, Méx., Mexico",http://dealers.kia.com/mx/interlomas,4.3,19.406006,-99.2751187
Honda Certificados Interlomas,"Circuito Empresarial 5, Paraje la Coronita, 52760 Huixquilucan de Degollado, Méx., Mexico",http://www.honda.mx/,4.1,19.4063169,-99.27473600000000
Presition Car Service,"Calz. de las Águilas 1072, Puente Colorado, Álvaro Obregón, 01710 Alvaro Obregón, CDMX, Mexico",,,19.3484807,-99.23030210000000
Chevrolet Cuajimalpa,"Carr. México-Toluca 5600, Lomas de Memetla, Cuajimalpa de Morelos, 05330 Ciudad de México, CDMX, Mexico",http://www.chevrolet.com.mx/,4.1,19.3604878,-99.28887100000000
SEMINUEVOS ÁGUILAS,"Calz. de las Águilas No. 1301, Col, Puente Colorado, Álvaro Obregón, 01730 Ciudad de México, CDMX, Mexico",http://www.seminuevosaguilas.com/,3.9,19.3482838,-99.2308999
Servicio Lincoln Santa Fe,"Cándido Avilés 14, Memetla, Cuajimalpa de Morelos, 05330 Ciudad de México, CDMX, Mexico",http://lincolnmylsa.mx/,4.8,19.3594646,-99.2886949
Quality Cars,"Prol. Centenario 50, Villa Verdún, Álvaro Obregón, 01810 Ciudad de México, CDMX, Mexico",,4.5,19.3398336,-99.26363700000000
GRUPO SANTRO S DE RL DE CV,"Calz. de las Águilas 1109, San Clemente Sur, Álvaro Obregón, 01740 Ciudad de México, CDMX, Mexico",http://www.blackhorse.com.mx/,,19.3495971,-99.22463190000000
Audi Center Santa Fe,"Juan Salvador Agraz 60, Santa Fe, Contadero, Cuajimalpa de Morelos, 05109 Ciudad de México, CDMX, Mexico",http://www.audicentersantafe.com.mx/,3.6,19.3587733,-99.2772612
Lomas Ford Automotive,"Carr. México-Toluca 3006, El Molino, Cuajimalpa de Morelos, 05240 Ciudad de México, CDMX, Mexico",http://www.fordlomas.mx/,4.2,19.3638261,-99.28250110000000
Acura Interlomas,"Via Magna #47, Bosque de las Palmas, 52786 Naucalpan de Juárez, Méx., Mexico",http://www.acurainterlomas.com/,4.3,19.4023485,-99.27567790000000
Toyota Xalapa,"P.º de los Tamarindos, Bosques de las Lomas, Cuajimalpa de Morelos, 05120 Ciudad de México, CDMX, Mexico",https://toyotaxalapa.com.mx/politica-de-privacidad.php,,19.3847766,-99.2558657
Honda Interlomas,"Circuito Empresarial 5, Jesús del Monte, 52764 Naucalpan de Juárez, Méx., Mexico",http://www.hondainterlomas.com/,4.3,19.4006153,-99.2718101
CBE BLINDAJES,"Prol. Av. Juárez 187, Cuajimalpa, Cuajimalpa de Morelos, 05370 Ciudad de México, CDMX, Mexico",http://www.cbe.mx/,5,19.3542053,-99.29277050000000
Nissan Surman Santa Fé,"Vasco de Quiroga 3880, Lomas de Santa Fe, Del. Cuajimalpa, Cuajimalpa de Morelos, 05300 Ciudad de México, CDMX, Mexico",http://www.nissansantafe.com.mx/,3.7,19.3613785,-99.2775831
Volkswagen Monarquia Automotriz S.A. de C.V.,"Av. Insurgentes Sur 4017, Tlalpan Centro I, Tlalpan, 14400 Ciudad de México, CDMX, Mexico",http://www.vw-monarquia.com.mx/,4.4,19.2867677,-99.17546950000000
"PICACHO AUTOMOTIVE GROUP, S.A. DE C.V.","Periferico Sur 4080, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",http://fordpicacho.mx/,4.2,19.3071701,-99.2117877
"COIN autosaccidentados.com / GLAFASA, S.A. DE C.V.","San Francisco 52, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",http://autosaccidentados.com/,4.2,19.2969244,-99.1462138
Durkin Motors S.A. de C.V.,"Av. Insurgentes Sur 3175, Insurgentes Cuicuilco, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",http://www.chevroletpedregal.com.mx/,4.1,19.3089989,-99.1870017
Tecnology For Card And Motors Cycles México,"Santa Ana Manzana 13 Lote 16, Verano, Tlalpan, 14276 Ciudad de México, CDMX, Mexico",,,19.2657485,-99.2003
Farrera Insurgentes,"Av. Insurgentes Sur 4386, Tlalpan Centro II, Tlalpan, 14090 Ciudad de México, CDMX, Mexico",,,19.2811408,-99.1713255
Lavado de inyectores y Escaner automotriz,"Congreso 103, Tlalpan Centro II, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",,4,19.2807869,-99.16829780000000
Semi New Suryn,"Calz. de Tlalpan 5009, Tlalpan Centro II, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",,3.7,19.2818482,-99.16536390000000
Polaris Mexico City,"Avenida Insurgentes sur #3696 Planta baja, Tlalpan, Tlalpan Centro I, Tlalpan, 14060 Ciudad de México, CDMX, Mexico",,,19.2941377,-99.180788
MÁS AUTOS PEDREGAL,"Periferico Sur & Calle 2 Pte., Isidro Fabela, Tlalpan, 14030 Ciudad de México, CDMX, Mexico",,5,19.30283,-99.17610500000000
Seminuevos Tlalpan,"Periferico Sur 4809, Arenal Tepepan, Tlalpan, 14610 Ciudad de México, CDMX, Mexico",,4.2,19.2859513,-99.14955190000000
GUIZAR AUTOMOTRIZ,"Av. del Iman 808, Joyas del Pedregal, Coyoacán, 04660 Ciudad de México, CDMX, Mexico",http://www.guizarautomotriz.com/,4.3,19.3060973,-99.16148540000000
TALLER AXA: RENAULT TEPEPAN,"Periférico Sur, Arenal Tepepan, Tlalpan, 14646 Ciudad de México, CDMX, Mexico",http://axa.mx/,3.9,19.282851,-99.144104
Hyundai Tepepan,"Anillo Perif. Sur 6465, Valle Escondido, Tlalpan, 14610 Ciudad de México, CDMX, Mexico",http://hyundaitepepan.mx/,4.3,19.2825378,-99.14306410000000
VW Tepepan,"Calz México-Xochimilco 5149, Coapa, Guadalupe, Tlalpan, 14388 Ciudad de México, CDMX, Mexico",http://www.vwtepepan.com.mx/,4.1,19.2848531,-99.1426633
Urmen Motors S.A. de C.V.,"Anillo Periférico (Blvd Adolfo Ruiz Cortines) 4268, Jardines del Pedregal, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",,,19.305473,-99.20334
Autos accidentados grupo dalisa.,"Coapa, Guadalupe Tlalpan, Tlalpan, 14388 Ciudad de México, CDMX, Mexico",https://www.grupodalimo.com.mx/,4.2,19.2827901,-99.1400177
Chevrolet Tepepan.,"Anillo Perif. 6611, San Juan Tepepan, Xochimilco, 16020 Ciudad de México, CDMX, Mexico",,4.3,19.2817788,-99.1376291
Chrysler Pedregal,"Anillo Perif. Blvd. Adolfo López Mateos 4186, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",http://www.automotores-soni.com.mx/,3.9,19.3063137,-99.2071363
Alfa Romeo Pedregal,"Boulevard Adolfo López Mateos 4186, Jardines del Pedregal, Álvaro Obregón, 01900 Alvaro Obregon, CDMX, Mexico",http://www.alfaromeopedregal.com.mx/,4.5,19.3063997,-99.2072604
Fiat,"Santa María Tepepan, 16020 Mexico City, CDMX, Mexico",,4.3,19.2817902,-99.13641760000000
Mitsubishi Coapa Ramsa,"Periferico Sur #6611, San, San Juan Tepepan, Xochimilco, 16020 Ciudad de México, CDMX, Mexico",http://www.mitsubishicoapa.mx/,4.2,19.2816795,-99.13630830000000
SEAT Pedregal,"Local 1, Anillo Perif. 4100, Jardines del Pedregal, Tlalpan, 01900 Ciudad de México, CDMX, Mexico",http://seat-pedregal.com.mx/,3.9,19.3068846,-99.2105368
Volkswagen MHA S.A. DE C.V.,"Periferico Sur 4100, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",http://www.vw-pedregal.com.mx/,4,19.306863,-99.210616
Mazda Picacho,"Periferico Sur 4080, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",,4,19.307097,-99.211309
Lincoln Picacho,"Periferico Sur 4080, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",http://lincolnpicacho.mx/,4.3,19.3071552,-99.2115647
Infiniti Pedregal,"Av. Insurgentes Sur 3155, Jardines del Pedregal de San Ángel, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",https://www.infinitipedregal.com.mx/,4.1,19.3094847,-99.1870752
Fame Toyota Perisur,"Anillo Perif. 4000 Bis, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",http://www.fameperisur.com/,4.1,19.3076801,-99.21435630000000
Auto Tianguis,"Periferico Sur 4809, Arenal Tepepan, Tlalpan, 14610 Ciudad de México, CDMX, Mexico",,3.6,19.2855091,-99.1492462
"Eficentrum Carso, S.A. De C.V.","Av. Insurgentes Sur 3500, Manantial Peña Pobre, Tlalpan, 14700 Ciudad de México, CDMX, Mexico",http://www.eficentrum.com/,4.3,19.29849890000000,-99.1835024
KIA Pedregal FAME,"Blvd. Adolfo Ruíz Cortínes No. 4000 BIS, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",http://www.kiapedregal.mx/,3.9,19.3079804,-99.21537770000000
Honda Insur,"Av de los Insurgentes Sur 4386, La Joya, Tlalpan, 14090 Ciudad de México, CDMX, Mexico",http://hondainsur.com.mx/,4.4,19.2800757,-99.1688278
Nissan Torres Corzo Insur,"Av. Insurgentes Sur 3195, Insurgentes Cuicuilco, Coyoacán, 04530 Ciudad de México, CDMX, Mexico",https://insur.gtcnissan.com/,4.2,19.3083333,-99.1872222
Lince Automotriz,"Prol. División del Nte. 1969 B, Coapa, Ex de San Juan de Dios, Tlalpan, 14387 Ciudad de México, CDMX, Mexico",https://www.linceautomotriz.com/,4.4,19.28871450000000,-99.1289939
FIAT CHRYSLER -Ramsa Motors,"Anillo Perif. 6611-c, San Juan Tepepan, Xochimilco, 16020 Ciudad de México, CDMX, Mexico",https://autoangartepepan.mx/,3.8,19.2819864,-99.1349348
Das Weltauto.,"Av. Insurgentes Sur 4031, Sta Úrsula Xitla, Tlalpan, 14420 Ciudad de México, CDMX, Mexico",,4.3,19.2870504,-99.1754825
BEST MOTORS,"Av de los Insurgentes Sur 4030, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",,,19.2869572,-99.1748724
Camiones Gr,"Av. Insurgentes Sur 4030, Tlalpan Centro II, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",,,19.28697040000000,-99.1748745
Mazda La Joya,"Av. Insurgentes Sur 4166, La Joya, Tlalpan, 14090 Ciudad de México, CDMX, Mexico",,4.4,19.2810031,-99.17112330000000
TALLER AXA HONDA INSUR,"Av de los Insurgentes Sur 4386, Tlalpan, 14090 Ciudad de México, CDMX, Mexico",,,19.2801121,-99.16890340000000
Seminuevos Gran Sur,"Av. Insurgentes Sur # 3733, Tlalpan, Miguel Hidalgo, 14410 Ciudad de México, CDMX, Mexico",,,19.2931506,-99.1795874
Auryn autos Sur,"Calz. de Tlalpan 5009, Tlalpan Centro II, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",http://www.surynautos.com/,,19.2817959,-99.1653041
Ramsa Motors,"Avenida San Fernando 557, Peña Pobre, San Fernando, Tlalpan, 14060 Tlalpan, CDMX, Mexico",,,19.2955658,-99.1800633
Autos y Camionetas El Dolar S.A.,"Cristóbal Colón 742 Oriente, Chimalcoyoc, Xochimilco, 64000 Ciudad de México, CDMX, Mexico",,,19.2737978,-99.1672598
benny verificaciones,"n colonia, Volcán Chocai 2, Mirador 1a. Sección, Mirador 1ra Secc, Tlalpan, 14478 Ciudad de México, CDMX, Mexico",,4.2,19.2682487,-99.17571320000000
Autos,"Villas del Pedregal, 04700 Mexico City, CDMX, Mexico",,,19.3031358,-99.17569370000000
Grupo Dalisa,"Periferico Sur 5159, Guadalupe, Tlalpan, 04700 Ciudad de México, CDMX, Mexico",https://www.grupodalimo.com.mx/,,19.3031612,-99.17729610000000
Operadora Cever Sa De Cv,"Anillo Perif. 5268, Villas del Pedregal, Coyoacán, 04539 Ciudad de México, CDMX, Mexico",,,19.3030549,-99.17354810000000
SEMINUEVOS SAN PEDRO,"Violeta #9, San Pedro Mártir, Tlalpan, 14650 Ciudad de México, CDMX, Mexico",,,19.2671706,-99.16572460000000
Autos MADESA,"Ampl. Miguel Fernando Beltrán 17, Miguel Hidalgo 2da Secc, Miguel Hidalgo, 14250 Ciudad de México, CDMX, Mexico",http://autosmadesa.com/,,19.280658,-99.197616
surmotorseminuevos.mx,"Periferico Sur 4809, Arenal Tepepan, Tlalpan, 14610 Ciudad de México, CDMX, Mexico",https://www.surmotorsseminuevos.mx/,,19.3012422,-99.1636551
PERIAUTOS,"Periferico Sur 7455, Xochimilco, Tlalpan, 04739 Ciudad de México, CDMX, Mexico",,3,19.3010447,-99.1623176
Mitsubishi Coapa,"Av. Periférico Sur #6611-C, y ZONA METROPOLITANA, San Juan Tepepan, Tlalpan, 16020 Ciudad de México, CDMX, Mexico",http://mitsubishi-coapa.mx/,,19.3010447,-99.1623176
Autos La Libre,"Pueblo Quieto, 04739 Mexico City, CDMX, Mexico",,,19.30061020000000,-99.1603895
Autofin,"Local 121C, Anillo Perif. 5550, Pedregal de Carrasco, Tlalpan, 04700 Ciudad de México, CDMX, Mexico",,3.5,19.306293,-99.16558000000000
seminuevos vema,"Periferico Sur 4809 arenal tepepan deleg, Arenal Tepepan, Tlalpan, 14610 Ciudad de México, CDMX, Mexico",http://www.seminuevosvema.com.mx/,5,19.285523,-99.14874610000000
Autos compra,"Arenal Tepepan, Tlalpan, 14610 Ciudad de México, CDMX, Mexico",,,19.2853335,-99.1482726
Alberto Nissan,"Av. Insurgentes Sur 3195, Insurgentes Cuicuilco, Coyoacán, 04530 Ciudad de México, CDMX, Mexico",,,19.3083678,-99.1872367
